uncertainty,IT
0.74827,0.99165
0.44314,0.9808
0.50947,0.98247
0.036705,0.95993
0.52947,0.98414
0.5474,0.98164
0.30622,0.97162
0.50787,0.98497
0.4852,0.97997
0.758,0.98998
0.3354,0.97579
0.15267,0.96578
0.2424,0.96912
0.196,0.96661
0.56163,0.98497
0.34013,0.97746
0.58554,0.97997
0.45738,0.98331
0.30631,0.97496
0.32437,0.97245
0.1021,0.96411
0.52022,0.98247
0.30926,0.97245
0.1835,0.96745
0.6706,0.98497
0.021939,0.9591
0.25286,0.97078
0.74138,0.98414
0.64838,0.97997
0.61151,0.98414
0.57014,0.98331
0.35594,0.97663
0.88079,0.99082
0.47858,0.97579
0.6497,0.98748
0.37515,0.97746
0.36698,0.97329
0.1965,0.96745
0.27368,0.96995
0.50092,0.97663
0.49972,0.97663
0.52066,0.98414
0.49112,0.9808
0.2212,0.96828
0.41744,0.97913
0.69682,0.98664
0.34943,0.97579
0.66914,0.98664
0.38416,0.97579
0.22558,0.97412
0.40016,0.97746
0.17099,0.96912
0.74256,0.99082
0.59567,0.9808
0.33851,0.97412
0.44774,0.97997
0.6045,0.98164
0.63316,0.98331
0.31121,0.97245
0.15819,0.96578
0.38841,0.97496
0.19046,0.96661
0.26927,0.97245
0.41485,0.97746
0.16409,0.96578
0.26932,0.97162
0.31064,0.97245
0.30692,0.97162
0.48354,0.9808
0.35863,0.97579
0.35859,0.97329
0.55692,0.98748
0.22088,0.96912
0.41823,0.97663
0.54586,0.98414
0.38249,0.97496
0.35335,0.97579
0.47111,0.97997
0.26911,0.97078
0.40049,0.97579
0.195,0.96828
0.16366,0.96494
0.57845,0.97746
0.42647,0.9783
0.37465,0.97412
0.25469,0.96912
0.43519,0.97746
0.25088,0.97078
0.61235,0.98331
0.56666,0.98831
0.41973,0.97997
0.62872,0.98831
0.2174,0.96745
0.6017,0.98331
0.20022,0.96745
0.80121,0.99416
0.28683,0.97496
0.61976,0.98748
0.42768,0.97663
0.51885,0.98331
0.33282,0.97496
0.23908,0.97329
0.75565,0.99082
0.41213,0.97746
0.41337,0.97663
0.47585,0.98164
0.47218,0.97913
0.59376,0.97913
0.093798,0.96244
0.20778,0.96995
0.48328,0.98414
0.41586,0.9808
0.59595,0.97913
0.49773,0.97913
0.59983,0.98664
0.51251,0.98164
0.27738,0.97162
0.27283,0.96995
0.59659,0.98331
0.76832,0.98915
0.33405,0.97412
0.3079,0.97162
0.5523,0.98664
0.32245,0.97496
0.22329,0.96912
0.55975,0.98748
0.41506,0.9783
0.56759,0.98164
0.3753,0.9783
0.19699,0.96828
0.40518,0.97746
0.45768,0.97579
0.34449,0.97746
0.46849,0.9808
0.50215,0.97746
0.59818,0.98414
0.47199,0.97997
0.64193,0.98581
0.17326,0.96745
0.21327,0.96912
0.78069,0.99499
0.32817,0.97496
0.49924,0.98247
0.65377,0.98497
0.41972,0.97746
0.37021,0.97579
0.46612,0.9808
0.35765,0.97496
0.2073,0.96912
0.47699,0.9783
0.21788,0.96828
0.48597,0.97997
0.037343,0.95993
0.66523,0.99165
0.23793,0.97245
0.11709,0.96411
0.4009,0.97913
0.33285,0.97329
0.24049,0.96828
0.35653,0.97412
0.14241,0.96661
0.38497,0.97329
0.67108,0.99249
0.49027,0.97746
0.355,0.97496
0.37798,0.97245
0.46305,0.97913
0.45693,0.97913
0.22104,0.96912
0.59673,0.98164
0.40752,0.97997
0.29729,0.97162
0.69044,0.98497
0.57691,0.98414
0.57982,0.98331
0.25202,0.96828
0.24971,0.96995
0.37281,0.97579
0.50786,0.97746
0.25439,0.97329
0.40183,0.97496
0.34638,0.97412
0.38853,0.9808
0.14183,0.96578
0.38327,0.97913
0.57571,0.98331
0.68187,0.98497
0.50719,0.9808
0.49154,0.97913
0.61577,0.9808
0.58432,0.97913
0.38388,0.97579
0.32621,0.97245
0.65281,0.98497
0.22004,0.96661
0.49243,0.98247
0.36074,0.9783
0.231,0.96912
0.36306,0.97579
0.62005,0.98164
0.56473,0.98414
0.63202,0.99165
0.6419,0.98247
0.50395,0.98164
0.093148,0.96244
0.7019,0.98748
0.17097,0.96578
0.49314,0.98164
0.49282,0.98331
0.43302,0.97663
0.46297,0.98414
0.72884,0.99082
0.24517,0.96912
0.53187,0.98414
0.63253,0.98748
0.5984,0.98247
0.17126,0.96661
0.25897,0.96995
0.25325,0.97245
0.43458,0.97496
0.61731,0.98414
0.35559,0.9783
0.60964,0.98164
0.61014,0.9808
0.60667,0.9808
0.46389,0.97746
0.63593,0.98831
0.17026,0.96494
0.18559,0.96661
0.31622,0.97496
0.56119,0.98331
0.25726,0.97245
0.40092,0.97579
0.53494,0.98331
0.35163,0.97496
0.46386,0.97913
0.5532,0.98581
0.18528,0.96661
0.15018,0.96578
0.34775,0.97579
0.41296,0.97746
0.43126,0.9808
0.20715,0.96745
0.38366,0.97579
0.21826,0.96828
0.50929,0.97579
0.6271,0.98664
0.45279,0.9783
0.61595,0.98414
0.22068,0.96912
0.64328,0.98748
0.47116,0.9783
0.37839,0.97663
0.65558,0.98748
0.19183,0.96828
0.31099,0.97329
0.40887,0.97997
0.40705,0.97579
0.22686,0.97078
0.39064,0.97663
0.30632,0.97746
0.36534,0.97496
0.31151,0.97663
0.47829,0.98831
0.45602,0.98414
0.18009,0.96578
0.57884,0.98247
0.57932,0.98664
0.5706,0.98748
0.39873,0.9783
0.49504,0.9808
0.35986,0.97496
0.37836,0.97997
0.25409,0.97078
0.4442,0.9783
0.63505,0.98414
0.44551,0.97412
0.17906,0.96745
0.43711,0.97913
0.48355,0.97913
0.59725,0.98664
0.34077,0.97412
0.64944,0.98664
0.29997,0.97162
0.46359,0.97997
0.4727,0.98164
0.72183,0.98915
0.36374,0.97746
0.71963,0.98497
0.30107,0.97162
0.32457,0.97329
0.45002,0.97913
0.49332,0.98164
0.34684,0.97579
0.46167,0.98581
0.37028,0.97579
0.86033,0.98998
0.38651,0.97663
0.68287,0.98497
0.45477,0.97663
0.39025,0.97496
0.38881,0.97913
0.093274,0.96244
0.5416,0.9808
0.53401,0.97746
0.082687,0.96244
0.85864,0.98831
0.77559,0.99416
0.40698,0.97496
0.71568,0.98414
0.57761,0.97663
0.28687,0.97329
0.50969,0.97997
0.41819,0.97913
0.47688,0.97663
0.43997,0.9783
0.49817,0.9808
0.52043,0.98247
0.40289,0.97663
0.45746,0.9808
0.44136,0.97579
0.49901,0.97663
0.4355,0.97412
0.65273,0.98664
0.32041,0.97245
0.28368,0.97412
0.38527,0.97412
0.11679,0.96411
0.37071,0.97746
0.29727,0.97162
0.53861,0.98497
0.46621,0.97746
0.53106,0.97663
0.279,0.97162
0.36418,0.97579
0.5638,0.9783
0.35993,0.97663
0.30946,0.97245
0.21237,0.96995
0.29509,0.97162
0.59983,0.98414
0.30978,0.97245
0.35756,0.97746
0.59785,0.98915
0.66899,0.9808
0.52254,0.9783
0.3431,0.97913
0.22615,0.96912
0.31912,0.97579
0.46629,0.97997
0.16884,0.96661
0.17785,0.96578
0.45963,0.98331
0.30361,0.97496
0.72028,0.98664
0.54505,0.98164
0.17416,0.96745
0.66986,0.99165
0.57282,0.98247
0.4881,0.97997
0.26852,0.96995
0.15102,0.96494
0.63602,0.98915
0.52735,0.9808
0.17271,0.96661
0.46959,0.98164
0.079511,0.9616
0.3496,0.97496
0.44122,0.9783
0.24774,0.96912
0.34251,0.97496
0.40753,0.97663
0.41969,0.98331
0.44283,0.97913
0.30119,0.97162
0.74752,0.98915
0.38337,0.97579
0.47611,0.97746
0.32774,0.97162
0.29923,0.97412
0.52097,0.98331
0.83947,0.99165
0.5962,0.9808
0.41296,0.98164
0.59453,0.98497
0.56715,0.98414
0.3765,0.97496
0.4716,0.97997
0.52063,0.98497
0.12494,0.96411
0.20479,0.96578
0.26034,0.96995
0.79616,0.98998
0.67532,0.98331
0.21711,0.96912
0.56368,0.98164
0.42041,0.9783
0.69661,0.98998
0.52391,0.98247
0.14212,0.96411
0.42431,0.97663
0.57827,0.9808
0.28084,0.97078
0.73268,0.98497
0.53461,0.98247
0.45842,0.97913
0.063091,0.96077
0.66273,0.98915
0.29746,0.97245
0.23004,0.96912
0.13339,0.96578
0.54721,0.98247
0.4907,0.9783
0.60749,0.98164
0.50858,0.9808
0.42244,0.9783
0.51908,0.9783
0.58924,0.98164
0.55936,0.98331
0.50979,0.97746
0.4023,0.97663
0.18444,0.96745
0.35158,0.97329
0.036423,0.95993
0.41115,0.97746
0.19979,0.96912
0.39512,0.97579
0.17285,0.96578
0.36277,0.97412
0.21279,0.96661
0.3969,0.97579
0.36116,0.97412
0.16057,0.96494
0.64628,0.98497
0.14938,0.96494
0.54444,0.98331
0.18014,0.96661
0.31849,0.97245
0.70944,0.98497
0.22734,0.96995
0.53835,0.97913
0.10347,0.96244
0.32513,0.97496
0.6228,0.98915
0.24987,0.96912
0.45269,0.9808
0.41411,0.97913
0.35137,0.97997
0.42978,0.9783
0.17533,0.96661
0.25537,0.97162
0.37586,0.97663
0.19497,0.96745
0.32584,0.97412
0.38509,0.97663
0.48885,0.98164
0.40396,0.97746
0.29558,0.97412
0.53239,0.9808
0.24133,0.96995
0.4746,0.98164
0.27923,0.97162
0.4485,0.98164
0.39405,0.97329
0.57606,0.98164
0.24525,0.96912
0.29812,0.97329
0.38877,0.97746
0.38156,0.97663
0.35938,0.97245
0.49361,0.98164
0.24469,0.96995
0.58966,0.97997
0.84781,0.99249
0.36771,0.97663
0.38222,0.97579
0.68692,0.98497
0.06961,0.9616
0.71612,0.98331
0.61809,0.98831
0.43742,0.9783
0.40514,0.97579
0.46316,0.9783
0.30082,0.97329
0.47818,0.97913
0.42384,0.97412
0.4678,0.9783
0.42887,0.9808
0.4478,0.9783
0.21247,0.96745
0.53262,0.98497
0.57891,0.98414
0.20106,0.96828
0.53011,0.97913
0.51906,0.98915
0.31815,0.97412
0.51253,0.97913
0.35648,0.97245
0.44264,0.9783
0.66093,0.98581
0.43961,0.97746
0.36617,0.97663
0.56249,0.98414
0.45588,0.97746
0.39806,0.97746
0.29857,0.96995
0.41915,0.97579
0.27919,0.97162
0.20668,0.96828
0.26149,0.97329
0.67501,0.98164
0.64869,0.98331
0.57944,0.98581
0.25149,0.97245
0.66667,0.98664
0.6561,0.98414
0.54061,0.9783
0.19384,0.96828
0.15136,0.96494
0.36696,0.97496
0.56939,0.98581
0.52586,0.97913
0.35035,0.97579
0.57753,0.97913
0.51251,0.97913
0.47959,0.97913
0.35508,0.97412
0.22337,0.97078
0.46124,0.9783
0.15357,0.96494
0.62665,0.98581
0.21603,0.96828
0.6931,0.98497
0.48406,0.98414
0.28447,0.97245
0.25152,0.97329
0.46879,0.97579
0.26161,0.97078
0.14124,0.96578
0.54648,0.9808
0.2117,0.96828
0.50801,0.98497
0.27788,0.97162
0.42721,0.97746
0.20866,0.96912
0.31,0.97496
0.34609,0.97412
0.59132,0.98664
0.50105,0.97997
0.3133,0.97245
0.45545,0.97746
0.72419,0.98831
0.5174,0.97913
0.1849,0.96661
0.54819,0.98581
0.72137,0.98664
0.66842,0.98748
0.4608,0.9808
0.43673,0.98164
0.71316,0.98748
0.63062,0.97913
0.29517,0.97329
0.66802,0.98748
0.60891,0.98331
0.56486,0.98664
0.16572,0.96745
0.44011,0.97746
0.22114,0.96828
0.40321,0.97663
0.58515,0.9808
0.70305,0.98247
0.042779,0.95993
0.39932,0.97329
0.48145,0.97997
0.49456,0.98331
0.13786,0.96494
0.37912,0.97663
0.35473,0.97496
0.49599,0.97913
0.095912,0.96244
0.55258,0.98497
0.75805,0.98664
0.33057,0.97496
0.65604,0.98331
0.60095,0.98164
0.81282,0.99165
0.060198,0.96077
0.60493,0.98748
0.071926,0.9616
0.2598,0.97162
0.51232,0.97913
0.29104,0.97162
0.73232,0.98664
0.60798,0.98331
0.33526,0.97496
0.61026,0.98247
0.39297,0.97579
0.44705,0.98247
0.59843,0.98164
0.27427,0.97663
0.40452,0.97746
0.31941,0.97329
0.34324,0.97579
0.33,0.97496
0.20262,0.96661
0.30045,0.97496
0.22843,0.96828
0.1261,0.96411
0.18079,0.96578
0.70173,0.99165
0.28474,0.97329
0.33065,0.97412
0.31715,0.97162
0.49752,0.98247
0.055971,0.96077
0.59484,0.98414
0.5385,0.98581
0.39008,0.97746
0.25372,0.96995
0.2322,0.96995
0.3955,0.97412
0.4727,0.98247
0.6229,0.98497
0.13476,0.96411
0.39918,0.97496
0.69739,0.98831
0.29525,0.97162
0.52442,0.98247
0.5337,0.98164
0.22082,0.96912
0.48349,0.97997
0.6812,0.98247
0.62775,0.98331
0.31824,0.97412
0.63387,0.98581
0.1574,0.96578
0.35043,0.97496
0.2298,0.96912
0.60899,0.98664
0.58511,0.98414
0.42631,0.97913
0.35537,0.97329
0.47666,0.97579
0.58152,0.98581
0.39794,0.97913
0.22687,0.97078
0.54301,0.97997
0.65024,0.98497
0.33071,0.97579
0.41784,0.97913
0.23093,0.96912
0.48794,0.9783
0.56271,0.9808
0.60037,0.98497
0.55369,0.98414
0.43802,0.97579
0.73434,0.98831
0.33637,0.97412
0.27538,0.97162
0.2275,0.96828
0.90456,0.99583
0.5603,0.98331
0.53134,0.97913
0.24338,0.96995
0.31817,0.97412
0.37758,0.97496
0.33143,0.97245
0.23466,0.96912
0.56423,0.98164
0.40868,0.9783
0.52762,0.9808
0.38212,0.97579
0.35737,0.97746
0.65872,0.98915
0.60217,0.98497
0.48781,0.98247
0.39995,0.97663
0.5818,0.9808
0.7035,0.98164
0.4934,0.9783
0.77165,0.98331
0.52337,0.98164
0.38446,0.97663
0.38654,0.97412
0.40038,0.9783
0.65889,0.99082
0.23787,0.96828
0.091744,0.96411
0.36474,0.97329
0.51734,0.98164
0.30253,0.97496
0.66066,0.98748
0.47841,0.97913
0.5628,0.98748
0.57713,0.98414
0.35027,0.97412
0.44278,0.98164
0.53387,0.98414
0.13064,0.96494
0.35842,0.97579
0.50311,0.9808
0.16665,0.96661
0.15439,0.96578
0.45886,0.9808
0.53879,0.9783
0.53429,0.9808
0.25765,0.97329
0.78638,0.98414
0.35548,0.97329
0.73714,0.98915
0.30654,0.97245
0.69573,0.99249
0.29722,0.97245
0.65459,0.98497
0.68563,0.98831
0.72506,0.99165
0.50093,0.98414
0.50015,0.9808
0.3861,0.9783
0.25278,0.96995
0.47589,0.98414
0.55992,0.98414
0.62737,0.98915
0.64383,0.98831
0.35791,0.97997
0.098065,0.96244
0.086681,0.9616
0.29569,0.97245
0.62756,0.98247
0.30161,0.97329
0.65255,0.98247
0.3085,0.97245
0.2398,0.96912
0.40158,0.97496
0.63698,0.98664
0.66402,0.98497
0.30396,0.97245
0.70117,0.98664
0.10898,0.96327
0.63383,0.98247
0.20002,0.96828
0.16451,0.96578
0.24862,0.96995
0.56253,0.97913
0.79444,0.99249
0.38855,0.97245
0.56881,0.97913
0.11371,0.96327
0.57201,0.98331
0.37783,0.97746
0.43287,0.9808
0.37582,0.97746
0.49652,0.98247
0.27273,0.97162
0.59157,0.98497
0.43128,0.97746
0.55488,0.9783
0.36633,0.97412
0.67005,0.98581
0.72352,0.99332
0.37492,0.97663
0.24319,0.96912
0.51693,0.98331
0.41102,0.97913
0.64821,0.98664
0.31053,0.96995
0.23473,0.96912
0.24706,0.96912
0.55747,0.98164
0.41541,0.97997
0.4471,0.97913
0.50639,0.97913
0.44258,0.97913
0.23397,0.96995
0.53832,0.9808
0.28002,0.97162
0.51189,0.98331
0.25765,0.97162
0.20723,0.96828
0.69712,0.98497
0.22097,0.97078
0.41891,0.97663
0.60391,0.98164
0.4928,0.9808
0.45805,0.97412
0.35779,0.97746
0.1302,0.96494
0.51385,0.98414
0.13604,0.96411
0.4106,0.97913
0.10914,0.96327
0.22545,0.96912
0.28385,0.97329
0.37564,0.97496
0.33146,0.97245
0.27385,0.97162
0.32919,0.97579
0.27312,0.97078
0.48171,0.97746
0.62034,0.98164
0.63579,0.98414
0.49721,0.9808
0.18366,0.96578
0.25926,0.96912
0.56671,0.97997
0.6305,0.98414
0.32251,0.97245
0.45379,0.98164
0.59025,0.98664
0.6546,0.97913
0.31451,0.97412
0.34213,0.97746
0.06121,0.96077
0.49044,0.98164
0.11341,0.96411
0.37486,0.97746
0.41272,0.97579
0.092395,0.96244
0.65343,0.9808
0.42163,0.97496
0.66128,0.9808
0.37114,0.97329
0.366,0.9783
0.58468,0.98414
0.31651,0.97078
0.26867,0.96995
0.35743,0.97579
0.27716,0.97162
0.63819,0.98164
0.6029,0.98581
0.41244,0.9808
0.75471,0.98748
0.42544,0.97579
0.15468,0.96745
0.36404,0.97579
0.32058,0.97496
0.42235,0.97579
0.24562,0.97078
0.23359,0.97162
0.13454,0.96494
0.53764,0.98164
0.40929,0.97496
0.61562,0.98831
0.65227,0.98664
0.49053,0.9783
0.44325,0.97913
0.424,0.97746
0.26834,0.96828
0.68573,0.98414
0.4814,0.97997
0.57172,0.97997
0.80329,0.99165
0.5611,0.98581
0.25426,0.97078
0.73844,0.98748
0.57524,0.98497
0.28748,0.97078
0.61742,0.98581
0.206,0.96828
0.74982,0.98831
0.19245,0.96661
0.4011,0.97663
0.12095,0.96327
0.12105,0.96411
0.53675,0.98247
0.19242,0.96745
0.25791,0.97078
0.19732,0.96828
0.33027,0.97663
0.41614,0.97663
0.47289,0.97746
0.57603,0.98164
0.24594,0.96995
0.10496,0.96411
0.21893,0.96828
0.50796,0.9783
0.32828,0.97245
0.46474,0.9808
0.29745,0.97245
0.45825,0.97579
0.50592,0.98331
0.16131,0.96661
0.69781,0.98998
0.54956,0.98247
0.34125,0.9783
0.3088,0.97162
0.4608,0.97913
0.40855,0.97496
0.404,0.97663
0.29694,0.96912
0.57076,0.98164
0.35314,0.97245
0.66123,0.98581
0.28016,0.97162
0.27196,0.97078
0.39544,0.97579
0.34843,0.97329
0.17393,0.96661
0.57718,0.98497
0.70128,0.98664
0.62248,0.98331
0.39794,0.97663
0.20657,0.96828
0.40421,0.97746
0.53216,0.98581
0.63922,0.98664
0.5161,0.97913
0.20184,0.96912
0.21089,0.96912
0.53577,0.9808
0.52108,0.98164
0.72379,0.98497
0.32863,0.97496
0.245,0.96995
0.11306,0.96327
0.45377,0.97746
0.059743,0.96077
0.055989,0.96077
0.41574,0.97997
0.40423,0.97663
0.34567,0.97329
0.44594,0.97997
0.34884,0.97496
0.30865,0.97329
0.20939,0.96745
0.49123,0.97997
0.72721,0.98748
0.37084,0.97663
0.091895,0.96244
0.29813,0.97412
0.15797,0.96661
0.19604,0.96828
0.3235,0.97245
0.45134,0.98497
0.15291,0.96578
0.76957,0.98831
0.39495,0.97997
0.45216,0.97663
0.39851,0.97746
0.62378,0.98247
0.4233,0.98247
0.41808,0.97663
0.42611,0.97663
0.35016,0.97579
0.47736,0.98247
0.27905,0.97078
0.61886,0.97997
0.52698,0.98247
0.31164,0.97329
0.19475,0.96745
0.40942,0.9783
0.4754,0.97997
0.55959,0.98164
0.23537,0.96912
0.34693,0.97579
0.29926,0.97412
0.32475,0.97496
0.32078,0.97329
0.14404,0.96578
0.17456,0.96828
0.38493,0.97663
0.31626,0.97412
0.6908,0.98497
0.72197,0.98748
0.13396,0.96494
0.23367,0.96828
0.15786,0.96494
0.26778,0.97162
0.43524,0.97746
0.36676,0.97329
0.33579,0.97162
0.39206,0.97579
0.73609,0.98998
0.44928,0.97663
0.17707,0.96578
0.40149,0.9783
0.30476,0.97329
0.43871,0.98164
0.28639,0.97329
0.54933,0.98497
0.28352,0.97329
0.18459,0.96828
0.32131,0.97496
0.48018,0.97913
0.25711,0.97078
0.32329,0.97329
0.4668,0.97579
0.27729,0.97329
0.30962,0.97663
0.035815,0.95993
0.47331,0.98414
0.17138,0.96578
0.62737,0.98497
0.51648,0.97579
0.54015,0.98581
0.71853,0.98998
0.31178,0.97245
0.10928,0.96411
0.53913,0.98414
0.35416,0.97579
0.45387,0.97663
0.11115,0.96411
0.45698,0.9808
0.35038,0.97579
0.19112,0.96912
0.32158,0.97496
0.59819,0.98247
0.32406,0.97245
0.42905,0.97746
0.51338,0.9808
0.60216,0.98414
0.2418,0.96828
0.31567,0.97412
0.1857,0.96745
0.32882,0.97162
0.44981,0.97913
0.10321,0.96327
0.61093,0.98581
0.58007,0.98331
0.82727,0.98998
0.26496,0.97245
0.37687,0.97412
0.10865,0.96411
0.56198,0.98497
0.50335,0.98247
0.59212,0.97997
0.74974,0.98581
0.2684,0.97078
0.65826,0.98414
0.2316,0.97078
0.59674,0.98998
0.58489,0.97913
0.60795,0.98414
0.37615,0.97746
0.1978,0.96661
0.55056,0.9808
0.37122,0.97496
0.45904,0.9783
0.16737,0.96578
0.51037,0.9808
0.48916,0.97913
0.38191,0.97663
0.18596,0.96745
0.7425,0.98915
0.52511,0.98164
0.44296,0.97746
0.63016,0.98664
0.49971,0.98331
0.26405,0.97496
0.42352,0.97663
0.4175,0.9783
0.42231,0.97746
0.56036,0.9808
0.28083,0.97162
0.29565,0.97078
0.35313,0.97496
0.31232,0.97412
0.74517,0.98414
0.74166,0.98831
0.39962,0.97913
0.26033,0.96995
0.7075,0.98497
0.26006,0.97245
0.39462,0.97746
0.58296,0.98164
0.41838,0.97746
0.46184,0.9808
0.74376,0.98831
0.41323,0.9783
0.10227,0.96327
0.55737,0.98247
0.21346,0.96912
0.47899,0.97997
0.5846,0.98164
0.77143,0.98497
0.19832,0.96745
0.77748,0.98414
0.13663,0.96578
0.34254,0.97329
0.38464,0.97579
0.47783,0.98247
0.2856,0.97162
0.58695,0.98664
0.25568,0.97162
0.76064,0.98664
0.25349,0.96995
0.21071,0.96995
0.26209,0.96745
0.3777,0.97746
0.73873,0.98915
0.29302,0.97245
0.39099,0.97663
0.45403,0.97997
0.55017,0.98748
0.367,0.97329
0.30933,0.97245
0.62705,0.98581
0.67104,0.98748
0.33406,0.97663
0.38457,0.97663
0.22737,0.96828
0.69533,0.98831
0.17077,0.96578
0.37345,0.97663
0.47242,0.9783
0.154,0.96494
0.65076,0.98915
0.308,0.97078
0.23138,0.97078
0.46952,0.97746
0.78785,0.98915
0.23576,0.96995
0.30735,0.97245
0.60903,0.98497
0.43378,0.97913
0.26806,0.96995
0.66508,0.99082
0.79214,0.98748
0.43749,0.97997
0.4874,0.97997
0.68157,0.99165
0.43706,0.97663
0.50259,0.98164
0.11883,0.96327
0.61462,0.98247
0.11562,0.96327
0.65962,0.98497
0.50402,0.97997
0.51261,0.9783
0.76222,0.98497
0.55481,0.9808
0.22665,0.96912
0.17307,0.96578
0.61106,0.97913
0.51266,0.98164
0.36968,0.97496
0.38359,0.97579
0.51148,0.98247
0.70823,0.98581
0.53277,0.97997
0.21936,0.96912
0.27444,0.97245
0.71011,0.99082
0.28724,0.97245
0.43027,0.97997
0.33328,0.97162
0.38908,0.97913
0.46448,0.97663
0.71628,0.98581
0.54088,0.98164
0.32058,0.97496
0.56367,0.98831
0.50456,0.9783
0.46773,0.97663
0.46678,0.97997
0.093225,0.96244
0.24951,0.97078
0.48783,0.98247
0.34013,0.97663
0.39256,0.97663
0.18573,0.96745
0.30384,0.97412
0.52596,0.98581
0.26736,0.97078
0.1868,0.96661
0.30849,0.97245
0.36505,0.97579
0.61943,0.97913
0.54148,0.98331
0.50635,0.98164
0.32244,0.97412
0.34459,0.97496
0.46572,0.9783
0.66415,0.98581
0.71202,0.98581
0.25158,0.97078
0.14498,0.96494
0.27392,0.96995
0.25612,0.97078
0.5414,0.97913
0.57068,0.9808
0.31473,0.97245
0.32472,0.97245
0.34738,0.97496
0.24806,0.97162
0.56095,0.98664
0.060201,0.96077
0.51232,0.98414
0.38447,0.97663
0.52357,0.98331
0.69706,0.98331
0.39131,0.97663
0.40365,0.9783
0.53769,0.97913
0.21693,0.96828
0.402,0.97412
0.55654,0.98748
0.70279,0.98581
0.44688,0.98164
0.43173,0.98164
0.12153,0.96411
0.39545,0.97913
0.1977,0.96745
0.64687,0.98331
0.36706,0.97329
0.48742,0.98164
0.44396,0.9783
0.36041,0.97496
0.037391,0.95993
0.57025,0.98331
0.14172,0.96411
0.46976,0.97913
0.021951,0.9591
0.44312,0.97746
0.71838,0.99082
0.23533,0.96912
0.41502,0.97913
0.52332,0.98164
0.42023,0.98247
0.36847,0.97412
0.60014,0.98247
0.57237,0.98331
0.34753,0.97329
0.23005,0.96828
0.47911,0.97746
0.52384,0.98497
0.53749,0.98331
0.28481,0.97078
0.27171,0.97162
0.1214,0.96578
0.16143,0.96745
0.20128,0.96661
0.38138,0.97579
0.47577,0.98331
0.2677,0.97078
0.37497,0.97579
0.48061,0.97997
0.51897,0.98164
0.33447,0.97329
0.34617,0.97412
0.77225,0.98831
0.84145,0.98915
0.35574,0.97579
0.43671,0.9808
0.60505,0.98247
0.46658,0.9783
0.20263,0.96828
0.5384,0.97913
0.31531,0.97162
0.27204,0.97078
0.32005,0.97412
0.21413,0.96745
0.41294,0.9808
0.25967,0.96995
0.77804,0.98915
0.67175,0.98748
0.4527,0.97997
0.35389,0.97329
0.43637,0.97913
0.33873,0.97412
0.26214,0.97245
0.47235,0.98164
0.55687,0.98414
0.23779,0.96828
0.038297,0.95993
0.021209,0.9591
0.68962,0.98247
0.6738,0.98664
0.28189,0.97078
0.69282,0.98831
0.1561,0.96828
0.59128,0.98164
0.19762,0.96828
0.26168,0.96995
0.2454,0.97078
0.50153,0.9808
0.17769,0.96661
0.60084,0.98414
0.37256,0.9808
0.5894,0.98497
0.60423,0.98414
0.61597,0.98331
0.63852,0.98497
0.2437,0.96995
0.47988,0.97913
0.44821,0.97663
0.30094,0.97412
0.57766,0.98414
0.17463,0.96661
0.25187,0.97162
0.28068,0.97245
0.3101,0.97329
0.69843,0.98497
0.57234,0.9808
0.54703,0.98247
0.15187,0.96661
0.38309,0.97746
0.60931,0.98414
0.52467,0.9783
0.62047,0.98331
0.47727,0.97579
0.29853,0.97579
0.44053,0.97579
0.78664,0.98915
0.32031,0.97329
0.32323,0.97579
0.35187,0.97663
0.019383,0.9591
0.21762,0.96912
0.59579,0.98247
0.2169,0.97078
0.41999,0.97579
0.5532,0.9808
0.42136,0.9783
0.47031,0.97663
0.44795,0.97997
0.32523,0.97245
0.69423,0.99082
0.25622,0.96912
0.35635,0.97579
0.40636,0.97496
0.34608,0.97746
0.41556,0.9808
0.66355,0.98497
0.57871,0.98497
0.29339,0.96995
0.72925,0.98581
0.25362,0.96995
0.26193,0.97162
0.58554,0.98748
0.6746,0.99082
0.34879,0.97663
0.35284,0.97579
0.35106,0.97496
0.26529,0.96995
0.57404,0.98331
0.65702,0.98748
0.39783,0.97746
0.43287,0.9783
0.56422,0.97997
0.2739,0.97329
0.15235,0.96494
0.60217,0.98331
0.52879,0.98331
0.10352,0.96327
0.4809,0.98164
0.20363,0.96828
0.39502,0.97746
0.16888,0.96661
0.40755,0.97746
0.17321,0.96578
0.60685,0.98581
0.59134,0.98331
0.72803,0.99082
0.066473,0.96077
0.51874,0.97997
0.57627,0.98247
0.22795,0.96995
0.11798,0.96327
0.18518,0.96661
0.11169,0.96327
0.43402,0.97997
0.095829,0.96244
0.37298,0.97579
0.42475,0.97997
0.19839,0.96745
0.44023,0.97746
0.40546,0.9783
0.56135,0.9808
0.69747,0.98998
0.41119,0.9783
0.30936,0.97579
0.15717,0.96578
0.79663,0.99165
0.36332,0.97412
0.43795,0.98247
0.60739,0.98414
0.19018,0.96745
0.38984,0.97746
0.54257,0.98247
0.46186,0.97329
0.39583,0.97663
0.2497,0.96995
0.32663,0.97162
0.35431,0.97329
0.6145,0.98247
0.50344,0.97663
0.66014,0.98497
0.5598,0.98164
0.36774,0.97496
0.44121,0.9783
0.39907,0.97746
0.39931,0.97496
0.36572,0.9783
0.2786,0.97245
0.02005,0.9591
0.61291,0.98581
0.37995,0.97579
0.31422,0.97329
0.39423,0.97746
